,PUMA_GEOID,PUMA_NAME,UAC_POP,UAC_NAME,UAC_POP
376,2503301,"Boston City--Allston, Brighton & Fenway PUMA",09271,"Boston, MA--NH--RI",4384450
375,2504901,Plymouth & Bristol Counties (Outside Brockton City) PUMA,09271,"Boston, MA--NH--RI",4384450
357,2500502,Middlesex County (Far Northeast)--Lowell City PUMA,09271,"Boston, MA--NH--RI",4384450
2407,0400107,Maricopa County--Chandler City (South) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2395,0400117,Phoenix City (East) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2396,0400118,Phoenix City--Downtown & Sky Harbor International Airport PUMA,69184,"Phoenix--Mesa, AZ",3939034
2397,0400103,Maricopa County--Mesa City (West) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2408,0400133,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities PUMA,69184,"Phoenix--Mesa, AZ",3939034
2403,0400131,Maricopa County--Surprise City (Central) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2406,0400111,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA,69184,"Phoenix--Mesa, AZ",3939034
2405,0400129,Phoenix (Far North) & Peoria (Northwest) Cities PUMA,69184,"Phoenix--Mesa, AZ",3939034
2404,0400130,Maricopa County--El Mirage City & Sun City PUMA,69184,"Phoenix--Mesa, AZ",3939034
2402,0400132,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA",69184,"Phoenix--Mesa, AZ",3939034
2401,0400125,Phoenix City (West) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2400,0400116,Phoenix City (Uptown) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2399,0400122,Phoenix City--Maryvale (East) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2398,0400104,Maricopa County--Mesa City (South Central) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2410,0400102,Maricopa County--Mesa City (North Central) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2409,0400112,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA",69184,"Phoenix--Mesa, AZ",3939034
2391,0400105,Maricopa County--Gilbert Town (North) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2411,0400101,Maricopa County--Mesa City (East) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2384,0400126,Maricopa County--Glendale City (North) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2419,0400134,Maricopa County (West) & Gila River Indian Community (Northwest) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2418,0400807,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA",69184,"Phoenix--Mesa, AZ",3939034
2417,0400124,Maricopa County--Glendale City (South) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2416,0400121,Phoenix (Southwest) & Tolleson Cities PUMA,69184,"Phoenix--Mesa, AZ",3939034
2415,0400120,Phoenix City--Ahwatukee & South Mountain PUMA,69184,"Phoenix--Mesa, AZ",3939034
2414,0400108,Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA,69184,"Phoenix--Mesa, AZ",3939034
2413,0400100,Maricopa County--Gilbert (South) & Queen Creek Towns PUMA,69184,"Phoenix--Mesa, AZ",3939034
2412,0400803,Pinal County (North)--Apache Junction City PUMA,69184,"Phoenix--Mesa, AZ",3939034
2394,0400113,Phoenix City (Northeast) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2383,0400127,Maricopa County--Peoria City (South & Central) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2385,0400128,Phoenix City (North) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2386,0400110,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA,69184,"Phoenix--Mesa, AZ",3939034
2387,0400109,Maricopa County--Tempe City (North) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2388,0400106,Maricopa County--Chandler City (Northeast) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2389,0400119,Phoenix City (South) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2390,0400123,Phoenix City--Maryvale (West) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2420,0400805,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities PUMA",69184,"Phoenix--Mesa, AZ",3939034
2392,0400115,Phoenix City (Northwest Central) PUMA,69184,"Phoenix--Mesa, AZ",3939034
2393,0400114,Phoenix City (Northeast Central) PUMA,69184,"Phoenix--Mesa, AZ",3939034
856,2603201,Wayne County (Northwest) PUMA,23824,"Detroit, MI",3731521
857,2603006,Macomb County (Southwest)--Warren & Center Line Cities PUMA,23824,"Detroit, MI",3731521
858,2603208,Detroit City (Northwest) PUMA,23824,"Detroit, MI",3731521
883,2603213,Wayne County (Northeast)--I-94 Corridor PUMA,23824,"Detroit, MI",3731521
860,2602902,Oakland County (Northeast) PUMA,23824,"Detroit, MI",3731521
907,2602701,"Washtenaw County (West, Northeast & Southeast) PUMA",23824,"Detroit, MI",3731521
894,2603003,Macomb County (Southwest)--Sterling Heights City PUMA,23824,"Detroit, MI",3731521
895,2602903,Oakland County (East Central)--Troy & Rochester Area PUMA,23824,"Detroit, MI",3731521
896,2603209,Detroit City (North Central) PUMA,23824,"Detroit, MI",3731521
897,2603204,"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities PUMA",23824,"Detroit, MI",3731521
898,2602901,Oakland County (West) PUMA,23824,"Detroit, MI",3731521
899,2602905,Oakland County (Southwest) PUMA,23824,"Detroit, MI",3731521
900,2603202,Wayne County (North Central)--Livonia City & Redford Charter Township PUMA,23824,"Detroit, MI",3731521
901,2602908,Oakland County (Southeast) PUMA,23824,"Detroit, MI",3731521
902,2602907,Oakland County (South Central)--Farmington & Southfield Area PUMA,23824,"Detroit, MI",3731521
903,2602904,Oakland County (Central) PUMA,23824,"Detroit, MI",3731521
904,2602906,Oakland County (Central)--Birmingham & Bloomfield Area PUMA,23824,"Detroit, MI",3731521
905,2603001,Macomb County (North) PUMA,23824,"Detroit, MI",3731521
906,2603005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA",23824,"Detroit, MI",3731521
908,2603002,Macomb County (Central) PUMA,23824,"Detroit, MI",3731521
909,2603203,Wayne County (Central)--Dearborn & Dearborn Heights Cities PUMA,23824,"Detroit, MI",3731521
910,2603205,Wayne County (Southwest) PUMA,23824,"Detroit, MI",3731521
911,2602703,"Washtenaw County (East Central, Outside Ann Arbor City) PUMA",23824,"Detroit, MI",3731521
912,2601701,Genesee (East) & Lapeer Counties PUMA,23824,"Detroit, MI",3731521
913,2603210,Detroit City (Northeast) PUMA,23824,"Detroit, MI",3731521
914,2603100,St. Clair County PUMA,23824,"Detroit, MI",3731521
915,2603004,Macomb County (Southeast)--Mount Clemens & Fraser Area PUMA,23824,"Detroit, MI",3731521
917,2603211,Detroit City (South Central & Southeast) PUMA,23824,"Detroit, MI",3731521
918,2603212,Detroit City (Southwest) PUMA,23824,"Detroit, MI",3731521
919,2603207,Wayne County (Southeast)--Downriver Area (North) PUMA,23824,"Detroit, MI",3731521
920,2603206,Wayne County (Southeast)--Downriver Area (South) PUMA,23824,"Detroit, MI",3731521
921,2603300,Monroe County PUMA,23824,"Detroit, MI",3731521
892,2602800,Livingston County PUMA,23824,"Detroit, MI",3731521
2840,0604101,Marin County (North & West)--Novato & San Rafael (North) Cities PUMA,78904,"San Francisco--Oakland, CA",3516017
2839,0607501,San Francisco County (North & West)--Richmond District PUMA,78904,"San Francisco--Oakland, CA",3516017
2835,0604102,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities PUMA",78904,"San Francisco--Oakland, CA",3516017
2842,0600108,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities PUMA",78904,"San Francisco--Oakland, CA",3516017
2849,0601304,"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town PUMA",78904,"San Francisco--Oakland, CA",3516017
2848,0600103,Alameda County (Northeast)--Oakland (East) & Piedmont Cities PUMA,78904,"San Francisco--Oakland, CA",3516017
2847,0607507,San Francisco County (South Central)--Bayview & Hunters Point PUMA,78904,"San Francisco--Oakland, CA",3516017
2846,0601303,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities PUMA",78904,"San Francisco--Oakland, CA",3516017
2845,0601301,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA,78904,"San Francisco--Oakland, CA",3516017
2844,0600101,Alameda County (North)--Berkeley & Albany Cities PUMA,78904,"San Francisco--Oakland, CA",3516017
2843,0600107,Alameda County (Central)--Hayward City PUMA,78904,"San Francisco--Oakland, CA",3516017
2841,0607505,San Francisco County (Central)--Sunset District (North) PUMA,78904,"San Francisco--Oakland, CA",3516017
2851,0600105,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities PUMA",78904,"San Francisco--Oakland, CA",3516017
2828,0608501,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities PUMA",78904,"San Francisco--Oakland, CA",3516017
2829,0608106,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA",78904,"San Francisco--Oakland, CA",3516017
2830,0608105,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities PUMA",78904,"San Francisco--Oakland, CA",3516017
2837,0607506,San Francisco County (South Central)--Sunset District (South) PUMA,78904,"San Francisco--Oakland, CA",3516017
2836,0608101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA",78904,"San Francisco--Oakland, CA",3516017
2831,0608103,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities PUMA",78904,"San Francisco--Oakland, CA",3516017
2834,0607502,San Francisco County (North & East)--North Beach & Chinatown PUMA,78904,"San Francisco--Oakland, CA",3516017
2850,0607503,San Francisco County (Central)--South of Market & Potrero PUMA,78904,"San Francisco--Oakland, CA",3516017
2838,0608104,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities PUMA,78904,"San Francisco--Oakland, CA",3516017
2832,0608102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA",78904,"San Francisco--Oakland, CA",3516017
2855,0600106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA",78904,"San Francisco--Oakland, CA",3516017
2852,0600102,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities PUMA,78904,"San Francisco--Oakland, CA",3516017
2856,0600104,Alameda County (North Central)--Oakland City (South Central) PUMA,78904,"San Francisco--Oakland, CA",3516017
2833,0607504,San Francisco County (Central)--Inner Mission & Castro PUMA,78904,"San Francisco--Oakland, CA",3516017
2854,0600109,Alameda County (South Central)--Fremont City (East) PUMA,78904,"San Francisco--Oakland, CA",3516017
2853,0601302,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites PUMA",78904,"San Francisco--Oakland, CA",3516017
3006,5311802,Kitsap County (South)--Bremerton & Port Orchard Cities PUMA,80389,"Seattle, WA",3326674
3007,5311616,"King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill PUMA",80389,"Seattle, WA",3326674
3008,5311507,"Pierce County (Southeast)--Graham, Elk Plain & Prairie Ridge PUMA",80389,"Seattle, WA",3326674
3010,5311611,"King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center PUMA",80389,"Seattle, WA",3326674
3011,5311605,Seattle City (West)--Duwamish & Beacon Hill PUMA,80389,"Seattle, WA",3326674
3012,5311603,Seattle City (Downtown)--Queen Anne & Magnolia PUMA,80389,"Seattle, WA",3326674
3013,5311601,Seattle City (Northwest) PUMA,80389,"Seattle, WA",3326674
3014,5311606,"King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities PUMA",80389,"Seattle, WA",3326674
3015,5311704,"Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs PUMA",80389,"Seattle, WA",3326674
3016,5311615,"King County (Southeast)--Maple Valley, Covington & Enumclaw Cities PUMA",80389,"Seattle, WA",3326674
3017,5311614,King County (Southwest)--Auburn City & Lakeland PUMA,80389,"Seattle, WA",3326674
3009,5311505,Pierce County (North Central)--Tacoma (Port) & Bonney Lake (Northwest) Cities PUMA,80389,"Seattle, WA",3326674
2992,5311506,Pierce County (East Central)--Puyallup City & South Hill PUMA,80389,"Seattle, WA",3326674
3019,5311613,King County (Southwest Central)--Kent City PUMA,80389,"Seattle, WA",3326674
2936,5311604,Seattle City (Southeast)--Capitol Hill PUMA,80389,"Seattle, WA",3326674
2935,5311503,Pierce County (West Central)--Lakewood City & Joint Base Lewis-McChord PUMA,80389,"Seattle, WA",3326674
2933,5311609,"King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities PUMA",80389,"Seattle, WA",3326674
2931,5311501,Pierce County (Central)--Tacoma City (Central) PUMA,80389,"Seattle, WA",3326674
3005,5311705,Snohomish County (Central & Southeast)--Lake Stevens & Monroe Cities PUMA,80389,"Seattle, WA",3326674
2995,5311602,Seattle City (Northeast) PUMA,80389,"Seattle, WA",3326674
2996,5311607,"King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill PUMA",80389,"Seattle, WA",3326674
2997,5311610,"King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway PUMA",80389,"Seattle, WA",3326674
2998,5311608,King County (Northwest Central)--Greater Bellevue City PUMA,80389,"Seattle, WA",3326674
2999,5311504,"Pierce County (South Central)--Tacoma City (South), Parkland & Spanaway PUMA",80389,"Seattle, WA",3326674
3000,5311502,Pierce County (Northwest)--Peninsula Region & Tacoma City (West) PUMA,80389,"Seattle, WA",3326674
3001,5311612,"King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island PUMA",80389,"Seattle, WA",3326674
3002,5311701,"Snohomish County (Southwest)--Edmonds, Lynnwood & Mountlake Terrace Cities PUMA",80389,"Seattle, WA",3326674
3003,5311702,Snohomish County (West Central)--Mukilteo & Everett (Southwest) Cities PUMA,80389,"Seattle, WA",3326674
3004,5311703,Snohomish County (Central)--Everett City (Central & East) & Eastmont PUMA,80389,"Seattle, WA",3326674
2811,0607309,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities PUMA,78661,"San Diego, CA",3148509
2815,0607319,"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley PUMA",78661,"San Diego, CA",3148509
2814,0607302,"San Diego County (North & East)--Fallbrook, Alpine & Valley Center PUMA",78661,"San Diego, CA",3148509
2813,0607301,San Diego County (Northwest)--Oceanside City & Camp Pendleton PUMA,78661,"San Diego, CA",3148509
2812,0607304,San Diego County (Northwest)--Carlsbad City PUMA,78661,"San Diego, CA",3148509
2808,0607307,"San Diego County (Central)--Lakeside, Winter Gardens & Ramona PUMA",78661,"San Diego, CA",3148509
2810,0607316,San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park) PUMA,78661,"San Diego, CA",3148509
2809,0607320,San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East) PUMA,78661,"San Diego, CA",3148509
2807,0607318,San Diego County (South)--San Diego City (Southeast/Encanto & Skyline) PUMA,78661,"San Diego, CA",3148509
2806,0607306,San Diego County (Northwest)--Escondido City (East) PUMA,78661,"San Diego, CA",3148509
2816,0607322,San Diego County (South)--San Diego City (South/Otay Mesa & South Bay) PUMA,78661,"San Diego, CA",3148509
2819,0607314,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities PUMA,78661,"San Diego, CA",3148509
2827,0607311,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa) PUMA,78661,"San Diego, CA",3148509
2826,0607312,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) PUMA,78661,"San Diego, CA",3148509
2825,0607315,San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PUMA,78661,"San Diego, CA",3148509
2824,0607321,San Diego County (Southwest)--Chula Vista (West) & National City Cities PUMA,78661,"San Diego, CA",3148509
2823,0607313,San Diego County (Central)--El Cajon & Santee Cities PUMA,78661,"San Diego, CA",3148509
2822,0607303,San Diego County (Northwest)--Vista City PUMA,78661,"San Diego, CA",3148509
2821,0607305,San Diego County (Northwest)--San Marcos & Escondido (West) Cities PUMA,78661,"San Diego, CA",3148509
2820,0607317,San Diego County (South Central)--San Diego City (Central/Mid-City) PUMA,78661,"San Diego, CA",3148509
2818,0607308,San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities PUMA,78661,"San Diego, CA",3148509
2817,0607310,San Diego County (West)--San Diego City (Southwest/Central Coastal) PUMA,78661,"San Diego, CA",3148509
1718,2701304,Ramsey County (Southwest)--St. Paul City (West) PUMA,57628,"Minneapolis--St. Paul, MN--WI",2800839
1717,2701401,"Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka PUMA",57628,"Minneapolis--St. Paul, MN--WI",2800839
1725,2701404,"Hennepin County--Brooklyn Center, Golden Valley, New Hope & Robbinsdale Cities PUMA",57628,"Minneapolis--St. Paul, MN--WI",2800839
1724,2701409,Hennepin County--Eden Prairie & Minnetonka Cities PUMA,57628,"Minneapolis--St. Paul, MN--WI",2800839
1726,2701407,Hennepin County--Minneapolis City (Southwest) PUMA,57628,"Minneapolis--St. Paul, MN--WI",2800839
1705,2701101,"Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities PUMA",57628,"Minneapolis--St. Paul, MN--WI",2800839
1706,2701103,"Anoka County (East)--Blaine, Lino Lakes & Ham Lake Cities PUMA",57628,"Minneapolis--St. Paul, MN--WI",2800839
1721,2701403,"Hennepin County--Brooklyn Park, Maple Grove (East) & Osseo Cities PUMA",57628,"Minneapolis--St. Paul, MN--WI",2800839
1720,2701402,"Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities PUMA",57628,"Minneapolis--St. Paul, MN--WI",2800839
1707,2701301,"Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities PUMA",57628,"Minneapolis--St. Paul, MN--WI",2800839
1708,2701501,"Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities PUMA",57628,"Minneapolis--St. Paul, MN--WI",2800839
1709,2701302,"Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities PUMA",57628,"Minneapolis--St. Paul, MN--WI",2800839
